"CA8363 - WATERFORD S+G         LBR-3         LIE L586 XPOWER         In Service         7 Nov, 2019                 Last Meter Hours:  15,246        ",,,,,,,,,,,,,,,
"CA8363 - WATERFORD S+G         CAT-42         CAT 980H         In Service                         Last Meter Hours:  12,317        ",,,,,,,,,,,,,,,
P01-CAT-42-1,,WSG-910,29.5R25 YOK RT41 CP E4 **,N,,,No Pressure,61,61,85,0,No Inspection Data,,,0
P02-CAT-42-2,,WSG-912,29.5R25 YOK RT41 CP E4 **,N,,,No Pressure,61,61,85,0,No Inspection Data,,,0
P03-CAT-42-3,,WSG-913,29.5R25 YOK RT41 CP E4 **,N,,,No Pressure,62,62,85,0,No Inspection Data,,,0
P04-CAT-42-4,,WSG-911,29.5R25 YOK RT41 CP E4 **,N,,,No Pressure,62,62,85,0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-43         CAT 980H         In Service                         Last Meter Hours:  21,341        ",,,,,,,,,,,,,,,
P01-CAT-43-1,W8J001978,WSG-918,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,42,42,0,0,No Inspection Data,,,0
P02-CAT-43-2,W8B005273,WSG-919,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,42,42,0,0,No Inspection Data,,,0
P03-CAT-43-3,W8B004115,WSG-921,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,42,42,0,0,No Inspection Data,,,0
P04-CAT-43-4,W8J000736,WSG-920,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,42,42,0,0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-44         CAT 980H         In Service                         Last Meter Hours:  13,241        ",,,,,,,,,,,,,,,
P01-CAT-44-1,X3B002890,WSG-704,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,15,15,"7,853",0,No Inspection Data,,,0
P02-CAT-44-2,X4E004758,WSG-701,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,17,17,"7,853",0,No Inspection Data,,,0
P03-CAT-44-3,X3K001877,WSG-703,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,13,13,"7,853",0,No Inspection Data,,,0
P04-CAT-44-4,EVC2335T4A,WSG-634,29.5R25 MIC XHA2 Std L3 **,Y,,,No Pressure,14,14,"5,130",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-45         CAT 966H         In Service                         Last Meter Hours:  10,009        ",,,,,,,,,,,,,,,
P01-CAT-45-1,F0L281774,WSG-572,26.5R25 BST VLTS E2A E4 **,N,,,No Pressure,24,24,"9,462",0,No Inspection Data,,,0
P02-CAT-45-2,F0Y381554,WSG-575,26.5R25 BST VLTS E2A E4 **,N,,,No Pressure,25,25,"9,462",0,No Inspection Data,,,0
P03-CAT-45-3,F0Y383481,WSG-573,26.5R25 BST VLTS E2A E4 **,N,,,No Pressure,26,26,"9,462",0,No Inspection Data,,,0
P04-CAT-45-4,F0L282829,WSG-574,26.5R25 BST VLTS E2A E4 **,N,,,No Pressure,27,27,"9,462",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-46         CAT 980H         In Service                         Last Meter Hours:  14,280        ",,,,,,,,,,,,,,,
P01-CAT-46-1,UPY5621M8A,WSG-585,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,25,25,"14,280",0,No Inspection Data,,,0
P02-CAT-46-2,APC2131M8A,WSG-586,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,32,32,"14,280",0,No Inspection Data,,,0
P03-CAT-46-3,APC2132M7A,WSG-584,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,27,27,"14,280",0,No Inspection Data,,,0
P04-CAT-46-4,APL2341M8A,WSG-587,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,27,27,"14,280",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-47         CAT 980H         In Service                         Last Meter Hours:  15,017        ",,,,,,,,,,,,,,,
P01-CAT-47-1,UVX1757A2A,WSG-777,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,18,18,"10,507",0,No Inspection Data,,,0
P02-CAT-47-2,UVX1794A5A,WSG-780,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,19,19,"10,507",0,No Inspection Data,,,0
P03-CAT-47-3,F8N481630,WSG-720,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,11,11,"5,287",0,No Inspection Data,,,0
P04-CAT-47-4,UVX2012A7A,WSG-779,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,17,17,"10,507",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-48         CAT 980H         In Service                         Last Meter Hours:  13,329        ",,,,,,,,,,,,,,,
P01-CAT-48-1,1008NJ7603,WSG-698,29.5R25 GDY GP4B AT 4S L4 **,N,,,No Pressure,32,32,"9,432",0,No Inspection Data,,,0
P02-CAT-48-2,1108NJ0088,WSG-699,29.5R25 GDY GP4B AT 4S L4 **,N,,,No Pressure,34,34,"9,432",0,No Inspection Data,,,0
P03-CAT-48-3,1008NJ4613,WSG-697,29.5R25 GDY GP4B AT 4S L4 **,N,,,No Pressure,34,34,"9,432",0,No Inspection Data,,,0
P04-CAT-48-4,1108NJ0080,WSG-700,29.5R25 GDY GP4B AT 4S L4 **,N,,,No Pressure,36,36,"9,432",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-49         CAT 980H         In Service                         Last Meter Hours:  15,475        ",,,,,,,,,,,,,,,
P01-CAT-49-1,W8Y002645,WSG-965,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,41,41,0,0,No Inspection Data,,,0
P02-CAT-49-2,W8Y003845,WSG-968,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,41,41,0,0,No Inspection Data,,,0
